Gene,Essential,Essentiality Standard Deviation,Essentiality P-value,Essentiality Classification,Mean(Log10(Fluconazole/DMSO frequency)) in Gene Body,P value of Mean Fold Change in Gene Body Compared to Intergenic Inserts,Mean(Log10(Fluconazole/DMSO frequency)) in 5' 300 bases,P value of Mean Fold Change in 5' 300 bases Compared to Intergenic Inserts,Insert sites in Gene Body,Insert sites in 300 bases to 5' of ATG,In Madhani Deletion Collection,Human Ortholog
CNAG_06282,1.90E-05,5.98E-05,0,NESS,0.02787173,0.120937857,-0.080704217,0.454807719,53,31,TRUE,TRUE
CNAG_06287,2.50E-05,5.57E-05,0,NESS,-0.118674812,0.271143136,-0.003713894,0.605526059,23,49,TRUE,TRUE
CNAG_06290,4.40E-05,7.56E-05,0,NESS,0.02296332,0.277284099,-0.001724572,0.719344293,90,25,TRUE,TRUE
CNAG_06295,3.50E-05,5.57E-05,0,NESS,0.269774696,0.002151571,0.178820415,0.005893512,15,20,TRUE,TRUE
CNAG_06300,0.735362,0.06441598,2.84E-59,ESS,0.487610609,0.108251129,0.022109205,0.404322492,2,28,TRUE,TRUE
CNAG_06311,0.000315,0.000309896,1.4007749190891e-319,NESS,-0.025559821,0.980693831,-0.021890604,0.82459962,55,33,TRUE,TRUE
CNAG_06314,0.010342,0.00976355,2.24E-170,NESS,-0.244462426,0.260691453,0.29646363,0.002091371,2,14,TRUE,TRUE
CNAG_06326,0,0,0,NESS,-0.15517028,0.029145139,0.025729036,0.228808025,61,35,TRUE,TRUE
CNAG_06343,0.013993,0.00983442,9.61E-170,NESS,0.491542048,0.000692501,0.198513767,0.081743837,13,16,TRUE,TRUE
CNAG_06344,4.00E-06,1.97E-05,0,NESS,0.071784579,0.066611897,-0.01966363,0.920876756,43,36,TRUE,TRUE
CNAG_06351,0.001019,0.001005007,6.18E-269,NESS,-0.164260496,0.217917536,-0.6101031,0.03310581,5,2,TRUE,TRUE
CNAG_06353,8.00E-06,2.73E-05,0,NESS,-0.027154151,0.696333991,0.104831302,0.25455909,27,21,TRUE,TRUE
CNAG_06357,6.00E-06,2.78E-05,0,NESS,-0.186937606,0.233742665,-0.113216841,0.558039736,11,10,TRUE,TRUE
CNAG_06359,0,0,0,NESS,-0.05765732,0.403499952,0.167720463,6.39E-05,71,48,TRUE,TRUE
CNAG_06365,5.70E-05,8.68E-05,0,NESS,0.052154028,0.265301739,-0.019121734,0.894036348,21,24,TRUE,TRUE
CNAG_06370,0.563316,0.084327729,2.67E-11,ESS,NA,NA,-0.055667392,0.36934368,0,62,TRUE,TRUE
CNAG_06371,3.00E-06,1.71E-05,0,NESS,0.002397912,0.734881821,-0.077613444,0.6806057,20,24,TRUE,TRUE
CNAG_06373,7.00E-06,2.56E-05,0,NESS,0.067747235,0.293803061,0.173809996,0.031581138,35,23,TRUE,TRUE
CNAG_06374,0,0,0,NESS,0.055342132,0.071614859,-0.020479597,0.851355799,76,43,TRUE,TRUE
CNAG_06376,0.023156,0.008235637,1.50E-176,NESS,-0.28875992,0.160444011,-0.020639212,0.471486199,4,114,TRUE,TRUE
CNAG_06381,3.00E-05,6.11E-05,0,NESS,-0.116185809,0.048477971,0.003056125,0.845834225,64,11,TRUE,TRUE
CNAG_06382,0,0,0,NESS,-0.099556138,0.111306376,0.055568407,0.099468926,72,48,TRUE,TRUE
CNAG_06383,0,0,0,NESS,0.080921715,0.081884198,0.080133338,0.014118893,28,82,TRUE,TRUE
CNAG_06384,0.030021,0.015981039,1.92E-147,NESS,0.086698143,0.797557949,0.077537238,0.017015396,16,83,TRUE,TRUE
CNAG_06401,3.00E-06,1.71E-05,0,NESS,0.49987593,3.03E-12,-0.069972452,0.548708509,37,26,TRUE,TRUE
CNAG_06408,1.60E-05,4.20E-05,0,NESS,0.03196015,0.527974634,0.04410522,0.138350777,23,64,TRUE,TRUE
CNAG_06409,3.10E-05,5.81E-05,0,NESS,-0.076913853,0.580553211,0.026996176,0.479061361,21,36,TRUE,TRUE
CNAG_06410,1.00E-06,1.00E-05,0,NESS,0.107556162,0.016077465,0.026996176,0.479061361,35,36,TRUE,TRUE
CNAG_06416,2.60E-05,5.25E-05,0,NESS,-0.288835597,1.96E-10,-0.229364567,0.046724735,110,10,TRUE,TRUE
CNAG_06417,0.003349,0.002318415,8.54E-233,NESS,-0.475806229,0.000600521,-0.608310236,9.12E-07,7,20,TRUE,TRUE
CNAG_06418,0,0,0,NESS,-0.527036738,5.20E-19,-0.597240295,3.89E-06,58,14,TRUE,TRUE
CNAG_06420,4.80E-05,9.15E-05,0,NESS,0.062890356,0.440991081,0.257822394,0.025501702,18,10,TRUE,TRUE
CNAG_06428,5.00E-06,2.19E-05,0,NESS,0.120392033,0.02700898,0.097873165,0.003630146,23,40,TRUE,TRUE
CNAG_06431,0,0,0,NESS,0.038862302,0.36737567,-0.007146574,0.745727838,41,64,TRUE,TRUE
CNAG_06433,0,0,0,NESS,-0.095508363,0.0678162,-0.155368847,0.088573514,53,14,TRUE,TRUE
CNAG_06437,0.000292,0.00049189,1.02E-299,NESS,0.50954279,6.27E-05,0.139394036,0.002604042,10,33,TRUE,TRUE
CNAG_06440,0.001784,0.001481722,3.53E-252,NESS,0.024739792,0.15685097,-0.000279467,0.471984788,205,49,TRUE,TRUE
CNAG_06448,0,0,0,NESS,0.009126416,0.57258594,-0.132782247,0.022475754,64,47,TRUE,TRUE
CNAG_06451,0.117652,0.06952578,5.13E-76,NESS,-0.139010088,0.205813848,0.039272681,0.555473024,9,56,TRUE,TRUE
CNAG_06453,2.00E-06,1.41E-05,0,NESS,-0.062006623,0.444543051,0.056127878,0.028889423,47,87,TRUE,TRUE
CNAG_06464,0.047594,0.018569019,2.31E-139,NESS,0.017777571,NA,-0.17874492,0.030293813,1,54,TRUE,TRUE
CNAG_06466,3.40E-05,5.55E-05,0,NESS,-0.150536524,0.024743571,-0.024981867,0.787996887,39,39,TRUE,TRUE
CNAG_06469,0.011216,0.00636943,1.17E-188,NESS,-0.283372739,0.00173761,-0.47299385,7.75E-05,30,20,TRUE,TRUE
CNAG_06482,7.70E-05,0.000117082,0,NESS,-0.060613159,0.497165211,0.011373069,0.553855385,27,35,TRUE,TRUE
CNAG_06494,1.10E-05,3.73E-05,0,NESS,-0.072158949,0.538310863,0.011609827,0.577396563,67,36,TRUE,TRUE
CNAG_06497,0.000111,0.000145571,0,NESS,0.012205039,0.907332003,-0.023752334,0.681519954,12,48,TRUE,TRUE
CNAG_06502,4.20E-05,8.06E-05,0,NESS,0.033883243,0.455576007,-0.143365574,0.00210989,16,71,TRUE,TRUE
CNAG_06506,0,0,0,NESS,-0.106890461,0.391573105,0.042367375,0.115077202,50,52,TRUE,TRUE
CNAG_06521,0.00014,0.000180907,0,NESS,-0.098316248,0.273058161,0.047692808,0.560886294,29,6,TRUE,TRUE
CNAG_06542,0.054578,0.021553099,2.67E-132,NESS,0.602138599,0.004139541,-0.000754405,0.593073378,4,11,TRUE,TRUE
CNAG_06543,0,0,0,NESS,0.264741301,1.99E-08,0.111017462,0.031883533,48,45,TRUE,TRUE
CNAG_06544,0.018077,0.013605939,1.97E-155,NESS,-0.158086141,0.471387459,-0.231466403,0.104976371,3,7,TRUE,TRUE
CNAG_06548,0,0,0,NESS,-1.021983035,1.58E-44,-0.14123794,0.034214397,77,44,TRUE,TRUE
CNAG_06551,0,0,0,NESS,-0.046149976,0.56565053,-0.029960188,0.745211585,98,41,TRUE,TRUE
CNAG_06552,1.00E-05,3.02E-05,0,NESS,0.445994662,2.91E-20,0.033062381,0.133452349,53,46,TRUE,TRUE
CNAG_06553,0,0,0,NESS,0.36246444,3.05E-10,0.009404457,0.309469447,38,43,TRUE,TRUE
CNAG_06555,0.000267,0.000242485,0,NESS,0.017736561,0.533881886,-0.096465141,0.152955188,47,49,TRUE,TRUE
CNAG_06559,0.001292,0.000980484,5.66E-270,NESS,-0.071098237,0.784866603,-0.094100366,0.268512394,24,23,TRUE,TRUE
CNAG_06560,1.00E-06,1.00E-05,0,NESS,0.058876279,0.078564765,-0.053782027,0.802096855,43,17,TRUE,TRUE
CNAG_06564,0.123072,0.031744269,1.42E-108,NESS,-0.031267848,NA,0.065305402,0.282958108,1,20,TRUE,TRUE
CNAG_06566,0,0,0,NESS,-0.006682269,0.877274986,0.022960692,0.736610061,35,35,TRUE,TRUE
CNAG_06569,0,0,0,NESS,-0.036484719,0.525273124,-0.048546289,0.710314958,34,51,TRUE,TRUE
CNAG_06592,0.00192,0.0014352,1.54E-253,NESS,-0.03635512,0.682128754,0.105509524,0.017633135,25,57,TRUE,TRUE
CNAG_06614,3.00E-06,1.71E-05,0,NESS,0.034312353,0.206747457,-0.129321644,0.023326895,45,46,TRUE,TRUE
CNAG_06616,5.20E-05,8.58E-05,0,NESS,-0.156855207,0.080462883,0.038245961,0.112824799,22,47,TRUE,TRUE
CNAG_06622,0,0,0,NESS,-0.001672796,0.800900474,-0.085852263,0.12091031,45,46,TRUE,TRUE
CNAG_06623,2.80E-05,5.70E-05,0,NESS,-0.222326417,0.007140632,0.068231863,0.8928167,24,26,TRUE,TRUE
CNAG_06627,0.025138,0.01399621,1.39E-153,NESS,0.019710344,0.873248134,-0.125420204,0.001415077,20,92,TRUE,TRUE
CNAG_06628,0,0,0,NESS,-0.054829897,0.685157543,0.000442593,0.656707683,57,49,TRUE,TRUE
CNAG_06632,0,0,0,NESS,0.158292004,3.05E-05,0.14402249,0.009610028,78,37,TRUE,TRUE
CNAG_06635,0.947851,0.018344022,1.89E-139,ESS,NA,NA,0.034112051,0.038726741,0,69,TRUE,TRUE
CNAG_06636,0,0,0,NESS,-0.100314335,0.079841023,0.005246471,0.445892563,68,16,TRUE,TRUE
CNAG_06637,0.000562,0.000616897,5.87E-290,NESS,0.382879328,1.54E-07,-0.33221899,0.024925671,28,7,TRUE,TRUE
CNAG_06638,0,0,0,NESS,-0.043874912,0.722775899,-0.052635211,0.999809044,129,41,TRUE,TRUE
CNAG_06639,3.00E-06,1.71E-05,0,NESS,-0.197444872,4.28E-06,-0.009948487,0.882397276,88,52,TRUE,TRUE
CNAG_06640,0,0,0,NESS,-0.072677401,0.624396376,-0.020216603,0.90061717,42,58,TRUE,TRUE
CNAG_06644,0.001283,0.001201182,3.02E-261,NESS,-0.215225277,0.125722616,0.32771301,0.003331463,13,10,TRUE,TRUE
CNAG_06646,3.20E-05,6.80E-05,0,NESS,0.018077568,0.666348056,-0.06414922,0.810393885,11,5,TRUE,TRUE
CNAG_06647,0,0,0,NESS,0.687874216,1.27E-17,-0.055207086,0.451354476,38,10,TRUE,TRUE
CNAG_06648,0.000437,0.00033171,1.20664368113128e-316,NESS,-0.219520799,0.082420328,-0.015761086,0.849576792,6,36,TRUE,TRUE
CNAG_06654,0.000166,0.000285055,3.95252516672997e-323,NESS,-0.309565106,8.04E-05,-0.136994704,0.006155571,29,54,TRUE,TRUE
CNAG_06656,0.003697,0.001908432,3.93E-241,NESS,0.006025003,0.896762344,-0.102276348,0.282704116,3,67,TRUE,TRUE
CNAG_06658,0,0,0,NESS,0.018113779,0.418186713,-0.07901812,0.145665388,49,49,TRUE,TRUE
CNAG_06659,0,0,0,NESS,0.003627187,0.448657108,0.010865245,0.263418516,80,20,TRUE,TRUE
CNAG_06663,0.987406,0.0061302,3.49E-190,ESS,NA,NA,0.225190769,5.04E-05,0,43,TRUE,TRUE
CNAG_06664,2.00E-06,1.41E-05,0,NESS,-0.100223089,0.26861553,-0.110447923,0.260987227,34,17,TRUE,TRUE
CNAG_06665,0.000154,0.000216221,0,NESS,-0.216059153,0.136908888,-0.110447923,0.260987227,21,17,TRUE,TRUE
CNAG_06666,1.00E-06,1.00E-05,0,NESS,-0.017078191,0.854267869,-0.062661956,0.346498335,121,51,TRUE,TRUE
CNAG_06675,0.364682,0.18878247,1.38E-10,NESS,-0.255091752,0.020754216,-0.264163449,5.86E-05,21,31,TRUE,TRUE
CNAG_06676,1.20E-05,3.56E-05,0,NESS,-0.446623894,3.18E-05,-0.066533406,0.553353206,21,52,TRUE,TRUE
CNAG_06680,0,0,0,NESS,-0.177031744,0.169054874,0.032981237,0.08146393,20,78,TRUE,TRUE
CNAG_06686,1.00E-06,1.00E-05,0,NESS,-0.252328973,0.000629464,-0.018697426,0.751171544,28,43,TRUE,TRUE
CNAG_06689,0,0,0,NESS,0.084711541,0.062418115,-0.177388348,0.007489142,33,42,TRUE,TRUE
CNAG_06692,0.005711,0.003977535,2.20E-209,NESS,-0.259954829,0.018673151,-0.205499125,0.03039654,16,27,TRUE,TRUE
CNAG_06693,0.004145,0.002305916,5.86E-233,NESS,-0.069938341,0.579966275,0.02759035,0.19694672,22,76,TRUE,TRUE
CNAG_06708,0.017868,0.015781973,4.46E-149,NESS,0.100806809,0.454653279,-0.053771641,0.903524452,12,23,TRUE,TRUE
CNAG_06710,0.001782,0.001310053,1.79E-257,NESS,-0.126959921,0.238890514,-0.301599356,2.56E-07,13,57,TRUE,TRUE
CNAG_06714,0.000161,0.000207386,0,NESS,0.043112861,0.448976781,0.15499733,0.00039348,12,43,TRUE,TRUE
CNAG_06716,0.093847,0.043096255,1.00E-98,NESS,-0.087938105,0.845996221,0.061814658,0.480669533,8,18,TRUE,TRUE
CNAG_06724,0.002414,0.002668712,7.95E-227,NESS,0.059868166,0.181045139,-0.473808412,0.022640865,36,4,TRUE,TRUE
CNAG_06732,0.004156,0.005425162,3.57E-196,NESS,-0.133988687,0.034755448,0.01598864,0.638628624,46,44,TRUE,TRUE
CNAG_06738,8.00E-06,2.73E-05,0,NESS,0.137525337,0.005864871,0.017685963,0.641251473,33,6,TRUE,TRUE
CNAG_06743,0.001031,0.000887818,2.90E-274,NESS,0.07340059,0.151000417,-0.091916436,0.242003496,28,14,TRUE,TRUE
CNAG_06750,0.002443,0.001281749,2.35E-258,NESS,-0.358355519,0.453246448,-0.210375299,0.011413053,3,30,TRUE,TRUE
CNAG_06753,0.193771,0.064319366,4.83E-70,NESS,-0.118878729,NA,-0.047452363,0.905970976,1,41,TRUE,TRUE
CNAG_06754,0.066491,0.04466455,5.60E-100,NESS,-0.037660372,0.976941151,0.011328419,0.718027144,18,5,TRUE,TRUE
CNAG_06778,7.30E-05,0.000155606,0,NESS,-0.082077122,0.34233788,-0.444463344,0.009406383,21,4,TRUE,TRUE
CNAG_06790,0.00495,0.003789099,1.55E-211,NESS,0.279757738,8.46E-08,0.321051657,3.84E-06,43,24,TRUE,TRUE
CNAG_06792,4.10E-05,6.37E-05,0,NESS,-0.511393256,2.17E-07,-0.152555835,0.019518734,28,45,TRUE,TRUE
CNAG_06793,6.70E-05,0.000102548,0,NESS,-0.029842988,0.819638102,-0.18049274,0.006537524,31,47,TRUE,TRUE
CNAG_06796,0.022961,0.008602852,1.08E-174,NESS,-0.275432627,0.333879705,-0.029130805,0.875323653,4,17,TRUE,TRUE
CNAG_06797,0.015838,0.005605729,9.65E-194,NESS,-0.035632663,0.692649581,-0.029130805,0.875323653,10,17,TRUE,TRUE
CNAG_06806,0.000307,0.000267897,0,NESS,0.721207818,1.69E-05,0.047607596,0.151424258,11,63,TRUE,TRUE
CNAG_06812,0.000145,0.000211953,0,NESS,-0.006439088,0.379340471,0.074751217,0.066581802,127,43,TRUE,TRUE
CNAG_06828,0,0,0,NESS,0.020275906,0.194900438,-0.067910462,0.515709508,61,22,TRUE,TRUE
CNAG_06834,0.933886,0.023225095,5.71E-128,ESS,-0.904422177,5.58E-05,-0.541379451,1.50E-14,8,51,TRUE,TRUE
CNAG_06839,0.927002,0.028841791,5.26E-118,ESS,-0.081955545,0.555449608,-0.176848048,0.020129218,6,20,TRUE,TRUE
CNAG_06848,0.473551,0.053630444,3.29E-06,NESS,0.506044889,NA,-0.083082779,0.659880739,1,3,TRUE,TRUE
CNAG_06872,0.000394,0.000334791,2.9880891646089e-316,NESS,0.016040853,0.784534127,0.133095921,0.497276441,17,4,TRUE,TRUE
CNAG_06888,0.00095,0.001101101,5.15E-265,NESS,0.332585562,7.22E-06,0.286843895,0.005520791,24,7,TRUE,TRUE
CNAG_06891,0.000151,0.000169667,0,NESS,-0.02437579,0.884152619,-0.031970972,0.940688747,7,60,TRUE,TRUE
CNAG_06892,1.00E-06,1.00E-05,0,NESS,0.092687608,0.077840525,-0.031970972,0.940688747,19,60,TRUE,TRUE
CNAG_06905,0.306904,0.079753325,2.22E-43,NESS,0.057223186,0.331724681,-0.054904343,0.87467489,9,28,TRUE,TRUE
CNAG_06906,0.000142,0.000131947,0,NESS,0.510346563,0.00011403,0.136509374,0.012019732,11,28,TRUE,TRUE
CNAG_06910,1.50E-05,4.11E-05,0,NESS,0.141594546,0.000849861,-0.080366468,0.772666967,49,10,TRUE,TRUE
CNAG_06912,4.10E-05,8.18E-05,0,NESS,-0.14542372,0.197421846,0.063226998,0.197470943,17,44,TRUE,TRUE
CNAG_06913,0.001753,0.001109414,1.27E-264,NESS,-0.12529595,0.228995494,0.0741623,0.478235953,22,5,TRUE,TRUE
CNAG_06917,0.38378,0.19417296,3.47E-08,NESS,NA,NA,0.057778305,0.461438711,0,16,TRUE,TRUE
CNAG_06918,6.00E-06,2.39E-05,0,NESS,-0.02830835,0.95112037,0.228566903,0.019024316,17,14,TRUE,TRUE
CNAG_06922,0,0,0,NESS,-0.061998375,0.557053783,-0.138596209,0.942277417,30,2,TRUE,TRUE
CNAG_06930,0.000199,0.000331051,9.45530382556702e-317,NESS,-0.016994089,0.549749417,-0.172305179,0.001523546,8,42,TRUE,TRUE
CNAG_06967,4.00E-06,1.97E-05,0,NESS,-0.060417199,0.306158489,-0.031203629,0.815503304,55,22,TRUE,TRUE
CNAG_06969,0,0,0,NESS,0.010772607,0.67005147,-0.01870452,0.988887061,33,57,TRUE,TRUE
CNAG_06971,0.000574,0.000619811,9.37E-290,NESS,0.086147982,0.084248241,0.146492768,0.135281335,32,12,TRUE,TRUE
CNAG_06977,0,0,0,NESS,0.090380083,0.019758708,-0.042211755,0.884701762,76,32,TRUE,TRUE
CNAG_06997,0.206946,0.124652758,2.67E-42,NESS,-0.646817559,NA,-0.152415998,0.367996898,1,12,TRUE,TRUE
CNAG_07005,0,0,0,NESS,-0.068562544,0.404434293,0.113559197,0.005595895,41,40,TRUE,TRUE
CNAG_07029,2.00E-06,1.41E-05,0,NESS,0.154448847,0.000368832,0.018114979,0.407428868,46,67,TRUE,TRUE
CNAG_07032,0.000851,0.000658663,4.07E-287,NESS,0.166742379,0.120082841,-0.317966058,0.068156978,8,4,TRUE,TRUE
CNAG_07108,4.50E-05,6.87E-05,0,NESS,-0.394180167,3.41E-07,0.067232358,0.287020483,33,35,TRUE,TRUE
CNAG_07164,0.000129,0.000152617,0,NESS,0.039089228,0.253891097,0.108588273,0.063770304,30,19,TRUE,TRUE
CNAG_07311,0.000158,0.0002016,0,NESS,-0.014832896,0.839161489,0.090793744,0.107765898,14,36,TRUE,TRUE
CNAG_07315,0.003011,0.001658641,3.19E-247,NESS,-0.011251145,0.836893939,-0.123222271,0.003749089,16,88,TRUE,TRUE
CNAG_07316,0,0,0,NESS,-0.046494118,0.43576377,-0.071585537,0.414021371,61,18,TRUE,TRUE
CNAG_07318,0.022237,0.014136075,2.04E-153,NESS,-0.04934161,0.774641128,0.04498713,0.004154668,9,112,TRUE,TRUE
CNAG_07322,0.000396,0.000312991,3.80806037188599e-319,NESS,0.002332558,0.90325128,-0.323928798,0.015832774,6,8,TRUE,TRUE
CNAG_07335,0,0,0,NESS,-0.094999718,0.202451526,0.081470316,0.405017909,31,23,TRUE,TRUE
CNAG_07341,0,0,0,NESS,0.012613956,0.616936152,-0.072529374,0.213996098,40,85,TRUE,TRUE
CNAG_07347,0,0,0,NESS,0.018979331,0.452096294,-0.111267593,0.06520562,50,46,TRUE,TRUE
CNAG_07348,1.00E-06,1.00E-05,0,NESS,-0.05956008,0.843853921,-0.11467315,0.06042196,25,48,TRUE,TRUE
CNAG_07353,1.00E-05,3.62E-05,0,NESS,0.455512774,2.43E-05,-0.050468912,0.774207939,16,51,TRUE,TRUE
CNAG_07355,0,0,0,NESS,-0.096254801,0.108213009,0.127691988,0.01360265,33,40,TRUE,TRUE
CNAG_07359,8.00E-06,3.07E-05,0,NESS,-0.017699974,0.663288422,-0.022843254,0.676675062,58,53,TRUE,TRUE
CNAG_07373,0.926874,0.024275251,2.24E-125,ESS,NA,NA,0.224149917,0.36324869,0,5,TRUE,TRUE
CNAG_07403,2.00E-06,1.41E-05,0,NESS,-0.084918648,0.46350221,-0.140557414,0.08558775,47,39,TRUE,TRUE
CNAG_07408,4.40E-05,8.33E-05,0,NESS,-0.731246884,9.89E-10,-0.320936537,0.001806236,24,16,TRUE,TRUE
CNAG_07410,0,0,0,NESS,-0.346221874,4.04E-11,-0.448231959,2.36E-05,62,14,TRUE,TRUE
CNAG_07418,0,0,0,NESS,-0.629238476,5.70E-09,0.060102603,0.430472072,23,10,TRUE,TRUE
CNAG_07420,1.00E-06,1.00E-05,0,NESS,-0.143371306,0.076982223,-0.419908725,NA,37,1,TRUE,TRUE
CNAG_07431,0,0,0,NESS,0.025460748,0.488642576,0.006897787,0.598100066,40,23,TRUE,TRUE
CNAG_07434,0,0,0,NESS,-0.033842353,0.749450511,0.106440816,0.031024426,42,28,TRUE,TRUE
CNAG_07435,0.163105,0.107728246,4.10E-53,NESS,0.424849634,0.00591456,0.809653187,5.58E-07,6,11,TRUE,TRUE
CNAG_07443,0,0,0,NESS,-0.014245499,0.436704757,-0.307569953,0.014489676,48,10,TRUE,TRUE
CNAG_07446,0.000488,0.000771104,2.27E-280,NESS,0.06822347,0.296261365,0.001408904,0.795309166,23,59,TRUE,TRUE
CNAG_07453,0.001357,0.001257563,2.88E-259,NESS,-0.100983898,0.727930215,-0.058999287,0.616328903,9,36,TRUE,TRUE
CNAG_07470,3.00E-06,1.71E-05,0,NESS,-0.077370517,0.214307066,0.002205145,0.874045412,45,14,TRUE,TRUE
CNAG_07474,3.00E-06,1.71E-05,0,NESS,-0.642502537,5.79E-08,-0.184112567,0.019949024,21,44,TRUE,TRUE
CNAG_07483,4.60E-05,8.09E-05,0,NESS,-0.03460629,0.53240763,-0.103290627,0.246670804,170,60,TRUE,TRUE
CNAG_07488,2.30E-05,5.66E-05,0,NESS,-0.36841447,0.010736302,0.150950754,0.010147978,14,30,TRUE,TRUE
CNAG_07491,6.00E-06,2.39E-05,0,NESS,0.244701376,0.002239462,-0.01978737,0.908264053,13,13,TRUE,TRUE
CNAG_07506,1.10E-05,3.45E-05,0,NESS,0.065606852,0.158378563,-0.158707486,0.024068349,34,27,TRUE,TRUE
CNAG_07509,1.00E-05,4.61E-05,0,NESS,0.118659548,0.003147842,-0.121230248,0.211587407,42,28,TRUE,TRUE
CNAG_07524,0.006224,0.005442428,7.39E-196,NESS,0.170202454,0.02674477,0.250295891,0.000923251,21,25,TRUE,TRUE
CNAG_07527,0,0,0,NESS,0.101077067,0.004593906,0.250767572,0.300794684,66,3,TRUE,TRUE
CNAG_07541,0.00014,0.000149747,0,NESS,-0.141517257,0.085771524,-0.15251981,0.010223347,29,45,TRUE,TRUE
CNAG_07547,2.00E-06,1.41E-05,0,NESS,-0.119345824,0.074626425,-0.118474712,0.027530627,44,95,TRUE,TRUE
CNAG_07550,0.000979,0.000534713,4.54E-296,NESS,-0.17195379,0.538175898,-0.014604411,0.763713084,7,29,TRUE,TRUE
CNAG_07553,0,0,0,NESS,-0.165634032,0.001321259,-0.150438815,0.017044025,82,34,TRUE,TRUE
CNAG_07558,0.001016,0.000786723,1.83E-279,NESS,-0.366881364,0.006605157,-0.104480548,0.149748311,6,16,TRUE,TRUE
CNAG_07566,0,0,0,NESS,0.188953713,2.24E-05,0.044893659,0.581338355,46,13,TRUE,TRUE
CNAG_07573,0,0,0,NESS,-0.043670322,0.268478937,-0.098139871,0.435319466,97,24,TRUE,TRUE
CNAG_07578,0.001813,0.001126688,5.94E-264,NESS,-0.150697862,0.060752258,-0.08424527,0.625294726,23,5,TRUE,TRUE
CNAG_07580,0.06005,0.039524135,8.13E-106,NESS,0.22577326,0.000835967,0.184042828,0.1217673,21,7,TRUE,TRUE
CNAG_07582,0.007708,0.005195135,9.97E-198,NESS,0.128917593,0.085278,-0.09054591,0.530165408,16,11,TRUE,TRUE
CNAG_07591,0,0,0,NESS,-0.028024165,0.780069332,-0.143521488,0.0269946,21,29,TRUE,TRUE
CNAG_07599,0,0,0,NESS,0.086951086,0.00637312,-0.091342666,0.115911245,69,82,TRUE,TRUE
CNAG_07604,0,0,0,NESS,-0.050448016,0.555109156,-0.094567939,0.899006155,48,8,TRUE,TRUE
CNAG_07608,0,0,0,NESS,-0.090613922,0.073575366,0.07282671,0.072681212,49,60,TRUE,TRUE
CNAG_07622,4.70E-05,7.71E-05,0,NESS,-0.269068408,0.013555488,0.05067358,0.412100652,19,16,TRUE,TRUE
CNAG_07629,1.00E-05,3.33E-05,0,NESS,-0.184671813,0.096328976,0.059710352,0.330092677,22,23,TRUE,TRUE
CNAG_07631,0,0,0,NESS,-0.018678852,0.936671292,0.036987347,0.240621089,50,29,TRUE,TRUE
CNAG_07641,0,0,0,NESS,0.023736607,0.106954523,0.122579412,0.016479261,76,42,TRUE,TRUE
CNAG_07645,2.60E-05,5.79E-05,0,NESS,0.166064828,0.001643631,0.364009257,0.002849646,31,11,TRUE,TRUE
CNAG_07646,0,0,0,NESS,0.007517588,0.422851318,-0.157996487,0.015599733,55,47,TRUE,TRUE
CNAG_07670,0,0,0,NESS,-0.20386745,0.000204742,-0.495940745,3.75E-12,49,44,TRUE,TRUE
CNAG_07679,2.20E-05,5.04E-05,0,NESS,-0.122438569,0.549229008,0.069758818,0.010551479,11,56,TRUE,TRUE
CNAG_07680,3.00E-06,1.71E-05,0,NESS,0.529107709,0.000338551,-0.011031145,0.711000244,8,37,TRUE,TRUE
CNAG_07692,4.60E-05,7.31E-05,0,NESS,0.831259834,8.64E-13,0.011840965,0.576348608,22,15,TRUE,TRUE
CNAG_07712,3.00E-06,1.71E-05,0,NESS,-0.023184895,0.887842975,-0.491707707,1.55E-20,325,67,TRUE,TRUE
CNAG_07741,1.00E-05,3.62E-05,0,NESS,-0.0904239,0.01591048,0.020347826,0.449766117,100,24,TRUE,TRUE
CNAG_07747,0.00108,0.001063442,1.68E-266,NESS,0.005717739,0.249196138,0.007412529,0.450200494,194,40,TRUE,TRUE
CNAG_07748,0.014836,0.011429154,3.28E-163,NESS,0.171747895,0.127672562,-0.429270251,0.000247099,10,12,TRUE,TRUE
CNAG_07780,0.000421,0.000299931,5.63234836259021e-321,NESS,-0.189418733,0.126685457,-0.06315017,0.41464821,8,40,TRUE,TRUE
CNAG_07801,9.00E-06,3.21E-05,0,NESS,-0.217952274,0.002876041,-0.285968107,1.10E-05,30,46,TRUE,TRUE
CNAG_07804,0.345989,0.180405601,1.68E-13,NESS,NA,NA,0.209279262,2.14E-05,0,33,TRUE,TRUE
CNAG_07805,5.00E-06,2.19E-05,0,NESS,0.040425625,0.17871846,0.134938062,0.004540907,65,37,TRUE,TRUE
CNAG_07807,0.0402,0.016039157,2.40E-146,NESS,-0.294802514,0.207524901,-0.032077382,0.762662814,2,7,TRUE,TRUE
CNAG_07808,0,0,0,NESS,0.076340968,0.077664267,0.059081962,0.171207435,63,63,TRUE,TRUE
CNAG_07810,0.060651,0.030805708,2.09E-116,NESS,0.738867564,0.000224333,0.092774983,0.038637682,6,36,TRUE,TRUE
CNAG_07814,0.000221,0.000195037,0,NESS,-0.087617915,0.513384309,-0.180189139,0.009232591,9,24,TRUE,TRUE
CNAG_07816,0.033713,0.013283769,4.81E-155,NESS,-0.003707177,0.914700374,0.068566095,0.46964178,4,16,TRUE,TRUE
